id,text,annotator,annotation_id,created_at,updated_at,lead_time,Pasien,Usia pasien,Penyakit,Gejala,Kapan,Periode,Tindakan,Outcome,Pertanyaan,Pembuka,Penyebab,Prakondisi,Objek,Penutup,Referensi,Artikel,Pengukuran,Predikat
347-3-0,"Alo Anisah,",3,347,2022-11-14T12:14:54.215633Z,2022-11-14T12:14:54.215679Z,22.591,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
346-3-0,Terima kasih,3,346,2022-11-14T12:14:30.186561Z,2022-11-14T12:14:30.186591Z,3.084,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
345-3-0,"Terkadang anak saya suka membenturkan kepalanya ke tembok, tidak terlalu keras sih dok pelan2 ngebenturinnya.",3,345,2022-11-14T12:14:25.227503Z,2022-11-14T12:14:25.227527Z,118.931,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345-3-110,kadang juga suka pukul kepala sendiri kalo saya perhatiin juga sama selama tidak sakit dia tidak masalah tp kalo terlalu keras dan dia merasa sakit pasti dia menangis.,3,345,2022-11-14T12:14:25.227503Z,2022-11-14T12:14:25.227527Z,118.931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345-3-278,sama satu hal lagi terkadang dia juga suka membenturkan mulutnya ke lantai atau badan orang lain.,3,345,2022-11-14T12:14:25.227503Z,2022-11-14T12:14:25.227527Z,118.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345-3-376,sekarang anak saya usia 9 bulan.,3,345,2022-11-14T12:14:25.227503Z,2022-11-14T12:14:25.227527Z,118.931,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345-3-409,"saya selalu larang jika anak berbuat seperti itu, tetapi saya juga khawatir kalo kalo itu tindakan berbahaya.",3,345,2022-11-14T12:14:25.227503Z,2022-11-14T12:14:25.227527Z,118.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344-3-0,"Siang dokter,",3,344,2022-11-14T12:12:21.512005Z,2022-11-14T12:12:21.512027Z,4.165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
343-3-0,Penyebab bayi usia 9 bulan sering membenturkan kepala ke tembok,3,343,2022-11-14T12:11:35.279615Z,2022-11-14T12:11:35.279663Z,87.619,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342-3-0,Semoga membantu ya.,3,342,2022-11-14T12:10:06.031375Z,2022-11-14T12:10:06.031397Z,3.146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
341-3-0,"Anda bisa periksakan dulu anak Anda ke dokter atau dokter anak supaya kondisinya bisa dievaluasi lebih mendalam dan diberikan penanganan sesuai dengan penyebabnya ya.. Sementara ini, janganlah dulu panik.",3,341,2022-11-14T12:09:45.564205Z,2022-11-14T12:09:45.564228Z,126.197,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
341-3-205,Dampingi terus anak Anda dalam bermain dan beraktifitas sehari-harinya.,3,341,2022-11-14T12:09:45.564205Z,2022-11-14T12:09:45.564228Z,126.197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
341-3-277,Buat aktifitas yang sesuai dengan usianya agar ia tidak bosan.,3,341,2022-11-14T12:09:45.564205Z,2022-11-14T12:09:45.564228Z,126.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341-3-340,Jangan beri anak gadget terlalu dini.,3,341,2022-11-14T12:09:45.564205Z,2022-11-14T12:09:45.564228Z,126.197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
341-3-378,"Serta pastikan anak Anda selalu diawasi oleh orang dewasa, jangan dibiarkan bermain sendirian.",3,341,2022-11-14T12:09:45.564205Z,2022-11-14T12:09:45.564228Z,126.197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
340-3-0,Fisioterapi untuk penanganan tortikolis semestinya tidak lantas membuat anak menjadi sulit diam.,3,340,2022-11-14T12:07:37.805699Z,2022-11-14T12:07:37.805736Z,1371.966,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340-3-97,Sulit diamnya anak Anda pun tidak selalu mengindikasikan bahwa anak Anda hiperaktif atau genius.,3,340,2022-11-14T12:07:37.805699Z,2022-11-14T12:07:37.805736Z,1371.966,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340-3-194,Sulit diam bisa murni disebabkan oleh anak Anda yang merasa bosan atau justru ingin mengeksplorasi lingkungan di sekitarnya.,3,340,2022-11-14T12:07:37.805699Z,2022-11-14T12:07:37.805736Z,1371.966,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340-3-319,"Bisa juga, sulit diam ini menandakan anak Anda merasa tidak nyaman, contohnya karena nyeri, gatal, lapar, dan sebagainya.",3,340,2022-11-14T12:07:37.805699Z,2022-11-14T12:07:37.805736Z,1371.966,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339-3-0,Tortikolis merupakan suatu kondisi dimana tonus otot leher terganggu sehingga membuat kepala dan leher miring menoleh ke salah satu sisi tubuh.,3,339,2022-11-14T11:44:44.342729Z,2022-11-14T11:44:44.342751Z,32.165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339-3-144,"Kondisi ini bisa cukup mengganggu penampilan, memicu nyeri, serta membatasi aktifitas penderitanya.",3,339,2022-11-14T11:44:44.342729Z,2022-11-14T11:44:44.342751Z,32.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339-3-244,"Penyebabnya, bisa karena kelainan posisi dalam rahim, proses persalinan tertentu, cidera, genetik, serta beberapa faktor lainnya.",3,339,2022-11-14T11:44:44.342729Z,2022-11-14T11:44:44.342751Z,32.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339-3-374,Fisioterapi berkala seringnya bisa membantu mengatasi kondisi ini.,3,339,2022-11-14T11:44:44.342729Z,2022-11-14T11:44:44.342751Z,32.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339-3-441,"Meski pada kasus yang lebih berat, bisa juga diberikan beberapa jenis obat atau modalitas terapi lainnya.",3,339,2022-11-14T11:44:44.342729Z,2022-11-14T11:44:44.342751Z,32.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338-3-0,Terimakasih atas pertanyaannya.,3,338,2022-11-14T11:43:55.439691Z,2022-11-14T11:43:55.439735Z,3.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
337-3-0,"Alo Bunda,",3,337,2022-11-14T11:43:41.103351Z,2022-11-14T11:43:51.043687Z,12.188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
336-3-0,"Dok anak saya umur 3 thn 5 bln, tapi susah diem ketika menghadiri acara2 diluar, apa itu pengaruh dari terapi fisioterapy ya, dlu anak saya waktu 3 bln di diagnosa toricolis dan sembuh selama pengobatan 4 bln",3,336,2022-11-14T11:43:36.343666Z,2022-11-14T11:43:36.343705Z,58.219,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
335-3-0,Anak menjadi susah diam dan hiperaktif saat berada di keramaian setelah fisioterapi tortikolis,3,335,2022-11-14T11:42:35.541432Z,2022-11-14T11:42:35.541458Z,60.723,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
334-3-0,Semoga membantu.,3,334,2022-11-14T11:41:26.283488Z,2022-11-14T11:41:26.283533Z,2.713,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
333-3-0,"Jika gejala ini sangat berlebihan dan tidak masuk akal seperti yang disebutkan di atas, maka mungkin saja suami Anda mengalami delusi.",3,333,2022-11-14T11:41:01.219381Z,2022-11-14T11:41:01.219432Z,61.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333-3-135,Untuk mengatasi kondisi ini tentu harus dipastikan dulu dengan pemeriksaan lebih lanjut dengan dokter spesialis jiwa/psikiater.,3,333,2022-11-14T11:41:01.219381Z,2022-11-14T11:41:01.219432Z,61.771,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
333-3-263,Anda dapat mencoba mengajak suami Anda untuk berkonsultasi dengan dokterspesialis jiwa/psikiater karena dokter perlu melakukan tanya jawab pada suami Anda untuk mengetahui kondisinya sebelum menentukan penanganan lebih lanjut.,3,333,2022-11-14T11:41:01.219381Z,2022-11-14T11:41:01.219432Z,61.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333-3-490,"Namun, jika suami Anda menunjukkan gejala yang membahayakan dirinya atau orang lain misalnya ingin bunuh diri atau orang lain, silakan segera membawa suami Anda ke IGD rumah sakit terdekat.",3,333,2022-11-14T11:41:01.219381Z,2022-11-14T11:41:01.219432Z,61.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332-3-0,Mudah mencurigai orang lain bukanlah gejala ADHD.,3,332,2022-11-14T11:39:57.369041Z,2022-11-14T11:39:57.369070Z,124.308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332-3-50,Kondisi ini perlu dicaritahu lebih lanjut apakah merupakan suatu kondisi normal atau merupakan kepercayaan yang salah (delusi).,3,332,2022-11-14T11:39:57.369041Z,2022-11-14T11:39:57.369070Z,124.308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332-3-178,"Seseorang mudah mencurigai orang lain jika tidak memiliki rasa percaya pada orang tersebut, biasanya karena kejadian yang tidak menyenangkan di masa lalu, kurangnya komunikasi di antara mereka, atau memang ada perilaku Anda yang membuat suami Anda menjadi mudah curiga.",3,332,2022-11-14T11:39:57.369041Z,2022-11-14T11:39:57.369070Z,124.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332-3-448,"Selain itu, kondisi ini bisa juga adalah delusi/ waham.",3,332,2022-11-14T11:39:57.369041Z,2022-11-14T11:39:57.369070Z,124.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332-3-504,Delusi adalah kondisi di mana penderitanya memiliki keyakinan yang salah atau berbeda dengan kenyataan tetapi penderitanya tetap menyakininya.,3,332,2022-11-14T11:39:57.369041Z,2022-11-14T11:39:57.369070Z,124.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332-3-647,"Contoh dari delusi misalnya: penderitanya merasa bahwa orang lain ingin membahayakan dirinya (waham kejar), penderitanya merasa dirinya memiliki kekuasaan besar dan identitas yang terkenal (waham kebesaran), dan penderitanya percaya bahwa pasangan tidak setia padanya tetapi tidak ada bukti kuat (waham cemburu).",3,332,2022-11-14T11:39:57.369041Z,2022-11-14T11:39:57.369070Z,124.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332-3-960,Kondisi yang Anda sampaikan mungkin juga disebabkan oleh waham cemburu ini.,3,332,2022-11-14T11:39:57.369041Z,2022-11-14T11:39:57.369070Z,124.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332-3-1036,Seseorang yang memiliki delusi lebih mudah marah dan bisa mengalami halusinasi.,3,332,2022-11-14T11:39:57.369041Z,2022-11-14T11:39:57.369070Z,124.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332-3-1116,"Penyebab dari delusi sendiri bermacam-macam yaitu misalnya stres yang tinggi, penyalahgunaan obat-obatan terlarang dan minuman beralkohol, skizofrenia.",3,332,2022-11-14T11:39:57.369041Z,2022-11-14T11:39:57.369070Z,124.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331-3-0,"Attention deficit hyperactivity disorder (ADHD) adalah suatu gangguan kesehatan mental yang membuat seseorang sulit untuk berkonsentrasi/ memusatkan perhatian, memiliki perilaku impulsif, dan lebih aktif dari biasanya.",3,331,2022-11-14T11:37:49.649096Z,2022-11-14T11:37:49.649120Z,152.806,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331-3-219,Gejala ADHD pada anak-anak sama dengan pada orang dewasa.,3,331,2022-11-14T11:37:49.649096Z,2022-11-14T11:37:49.649120Z,152.806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331-3-277,"Gejalanya dapat meliputi tidak dapat fokus mengerjakan suatu hal, perhatiannya mudah teralihkan, sulit mengikuti petunjuk untuk melakukan suatu hal, sering terlihat tidak berkonsentrasi ketika diajak berbicara, ceroboh, sulit untuk diam saja (tidak bisa melakukan aktivitas dengan tenang), memiliki kebiasaan menggerakkan bagian tubuh tertentu, banyak berbicara, sering memotong pembicaraan orang lain.",3,331,2022-11-14T11:37:49.649096Z,2022-11-14T11:37:49.649120Z,152.806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330-3-0,"Alo Ek Suswanti, Terima kasih atas pertanyaannya.",3,330,2022-11-14T11:35:13.348779Z,2022-11-14T11:35:13.348802Z,8.006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
329-3-0,Malam dok.Nama saya ek suswanti.,3,329,2022-11-14T11:35:02.175636Z,2022-11-14T11:35:02.175661Z,126.43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
329-3-33,Saya sekarang sedang proses screening putra saya yang berusia 4 tahun.,3,329,2022-11-14T11:35:02.175636Z,2022-11-14T11:35:02.175661Z,126.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329-3-104,Saya curiga dia ADHD.,3,329,2022-11-14T11:35:02.175636Z,2022-11-14T11:35:02.175661Z,126.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329-3-126,"Dalam perjalanan proses screening, saya mendapati info ada unsur genetika.",3,329,2022-11-14T11:35:02.175636Z,2022-11-14T11:35:02.175661Z,126.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
329-3-201,Dan saya menyadari suami saya sulit fokus.,3,329,2022-11-14T11:35:02.175636Z,2022-11-14T11:35:02.175661Z,126.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329-3-244,Sekarang dia selalu mencurigai saya.,3,329,2022-11-14T11:35:02.175636Z,2022-11-14T11:35:02.175661Z,126.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329-3-281,Sering marah.,3,329,2022-11-14T11:35:02.175636Z,2022-11-14T11:35:02.175661Z,126.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329-3-295,"Dok, apa ciri2 adhd pd orang dewasa dan bagaimana penyembuhan nya.",3,329,2022-11-14T11:35:02.175636Z,2022-11-14T11:35:02.175661Z,126.43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
328-3-0,Cara mengatasi Attention deficit hyperactivity disorder (ADHD),3,328,2022-11-14T11:32:52.375526Z,2022-11-14T11:32:52.375550Z,49.352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327-3-0,"Sekian, semoga dapat membantu.. Wassalam.",3,327,2022-11-14T11:31:15.440763Z,2022-11-14T11:32:01.747920Z,114.148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
326-3-0,"Pilihlah makanan dengan kandungan protein tinggi seperti keju, daging, atau telur.",3,326,2022-11-14T11:30:03.366812Z,2022-11-14T11:30:03.366836Z,81.569,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
326-3-83,"Sedangkan untuk pemenuhan karbohidrat sebagai sumber energi sebaiknya pilih karbohidrat kompleks seperti gandum, nasi merah, sayur, atau buah.",3,326,2022-11-14T11:30:03.366812Z,2022-11-14T11:30:03.366836Z,81.569,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
326-3-226,"Jenis makanan yang mengandung asam omega 3 tinggi juga baik untuk dikonsumsi, misalnya ikan salmon, tuna, biji-bijian, dan lain sebagainya.",3,326,2022-11-14T11:30:03.366812Z,2022-11-14T11:30:03.366836Z,81.569,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
326-3-366,Jenis biskuit atau cokelat yang adalah tidak direkomendasikan.,3,326,2022-11-14T11:30:03.366812Z,2022-11-14T11:30:03.366836Z,81.569,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
326-3-429,Untuk jenis makanan cemilan maka dapat memilih buah-buahan potong atau kacang-kacangan.,3,326,2022-11-14T11:30:03.366812Z,2022-11-14T11:30:03.366836Z,81.569,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
325-3-0,6.,3,325,2022-11-14T11:28:09.094530Z,2022-11-14T11:28:09.094553Z,3.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325-3-3,Gula,3,325,2022-11-14T11:28:09.094530Z,2022-11-14T11:28:09.094553Z,3.241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
324-3-0,5.,3,324,2022-11-14T11:28:04.248467Z,2022-11-14T11:28:04.248492Z,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324-3-3,Kentang,3,324,2022-11-14T11:28:04.248467Z,2022-11-14T11:28:04.248492Z,3.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
323-3-0,4.,3,323,2022-11-14T11:27:59.119100Z,2022-11-14T11:27:59.119124Z,3.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323-3-3,Madu,3,323,2022-11-14T11:27:59.119100Z,2022-11-14T11:27:59.119124Z,3.886,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
322-3-0,3.,3,322,2022-11-14T11:27:52.923145Z,2022-11-14T11:27:52.923169Z,2.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322-3-3,Nasi,3,322,2022-11-14T11:27:52.923145Z,2022-11-14T11:27:52.923169Z,2.633,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
321-3-0,2.,3,321,2022-11-14T11:27:48.961650Z,2022-11-14T11:27:48.961690Z,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321-3-3,Tepung,3,321,2022-11-14T11:27:48.961650Z,2022-11-14T11:27:48.961690Z,2.132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
320-3-0,1.,3,320,2022-11-14T11:27:44.723037Z,2022-11-14T11:27:44.723057Z,4.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320-3-3,Permen,3,320,2022-11-14T11:27:44.723037Z,2022-11-14T11:27:44.723057Z,4.107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
319-3-0,Saat ini belum ada penelitian yang jelas menyatakan bahwa kondisi hiperaktif pada anak disebabkan langsung oleh jenis diet tertentu.,3,319,2022-11-14T11:27:38.267494Z,2022-11-14T11:27:38.267519Z,64.491,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319-3-133,Namun pada sebagian kecil komunitas diketahui bahwa jenis makanan tertentu memiliki andil mempengaruhi beberapa gejala anak dengan hiperaktif.,3,319,2022-11-14T11:27:38.267494Z,2022-11-14T11:27:38.267519Z,64.491,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319-3-276,"Berikut adalah jenis makanan yang sebaiknya dihindari, yaitu :",3,319,2022-11-14T11:27:38.267494Z,2022-11-14T11:27:38.267519Z,64.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318-3-0,"Selamat malam, terimakasih atas pertanyaannya",3,318,2022-11-14T11:26:31.678461Z,2022-11-14T11:26:31.678511Z,19.265,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
317-3-0,"Dok,saya mau nanya ni anak saya laki2 usia 5thn 5bln....anak saya hiperaktif apa saja yg bisa anak saya konsumsi utk anak saya?Apakah susu coklat dan biskuit coklat dapat di konsumsi?",3,317,2022-11-14T11:25:06.917948Z,2022-11-14T11:25:06.917972Z,164.047,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
316-3-0,Konsumsi makanan untuk anak yang hiperaktif,3,316,2022-11-14T11:21:49.622166Z,2022-11-14T11:21:49.622188Z,59.457,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315-3-0,"Semoga bermanfaat,",3,315,2022-11-14T11:20:44.090755Z,2022-11-14T11:20:44.090777Z,4.597,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
314-3-0,Kenali tanda-tanda perubahan mood yang tidak normal,3,314,2022-11-14T11:18:56.544438Z,2022-11-14T11:20:36.634298Z,102.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
313-3-0,Berikut artikel terkait pertanyaan Anda :,3,313,2022-11-14T11:18:51.452533Z,2022-11-14T11:18:51.452621Z,13.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
312-3-0,Sebaiknya Anda berkonsultasi secara langsung dengan dokter bila keluhan yang Anda alami dirasakan menimbulkan gangguan.,3,312,2022-11-14T11:18:33.538969Z,2022-11-14T11:18:33.538992Z,114.845,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
312-3-120,"Namun demikian Anda juga dapat mencoba menjalankan gaya hidup sehat, melakukan kegiatan positif dan membuat mood diary bila diperlukan untuk mengatasi keluhan Anda.",3,312,2022-11-14T11:18:33.538969Z,2022-11-14T11:18:33.538992Z,114.845,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
311-3-0,"Akibat gangguan mental tertentu seperti ADHD, depresi, gangguan bipolar, gangguan kepribadian ataupun skizofrenia",3,311,2022-11-14T11:16:34.446400Z,2022-11-14T11:16:34.446453Z,90.729,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
310-3-0,"Akibat penyakit, contohnya pada penyakit tiroid",3,310,2022-11-14T11:14:56.919923Z,2022-11-14T11:14:56.919947Z,10.859,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
309-3-0,Ketidakseimbangan kimia otak,3,309,2022-11-14T11:14:39.549516Z,2022-11-14T11:14:39.549551Z,16.827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
308-3-0,Kondisi hormon,3,308,2022-11-14T11:13:37.667660Z,2022-11-14T11:14:02.782124Z,31.481,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
307-3-0,"Secara umum perubahan suasana hati ini disebut juga sebagai mood swing, mood swing yang normal terjadi sesekali, tidak menimbulkan gangguan dan umumnya memiliki pencetus/alasan perubahan mood terjadi.",3,307,2022-11-14T11:13:15.232972Z,2022-11-14T11:13:15.232993Z,2323.017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307-3-201,Berikut beberapa hal yang dapat mempengaruhi mood swing :,3,307,2022-11-14T11:13:15.232972Z,2022-11-14T11:13:15.232993Z,2323.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306-3-0,Perubahan suasana hati merupakan kondisi yang normal terjadi sehari-hari dan dapat dipengaruhi oleh banyak hal.,3,306,2022-11-14T10:34:25.885147Z,2022-11-14T10:34:25.885210Z,636.874,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306-3-112,"Beberapa orang dapat mengalami perubahan mood lebih sering dari orang lainya, namun demikian bila perubahan mood yang terjadi sangat ekstrim atau menyebabkan gangguan dalam kehidupan sehari-hari maka kemungkinan besar kondisi tersebut membutuhkan perhatian medis karena dapat saja berkaitan dengan kondisi medis seperti gangguan bipolar.",3,306,2022-11-14T10:34:25.885147Z,2022-11-14T10:34:25.885210Z,636.874,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
305-3-0,"Hai Rizkana,",3,305,2022-11-14T10:23:47.585006Z,2022-11-14T10:23:47.585071Z,4.803,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
304-3-0,"Sementara itu, memang tidak ada yang bisa dilakukan oleh orang awam dalam mengatasi ADHD karena semua bentuk penanganannya harus diberikan oleh profesional.",3,304,2022-11-14T10:23:40.575426Z,2022-11-14T10:23:40.575454Z,98.747,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
304-3-157,"Sehingga yang penting adalah bersabar, berbagi dan bertanya pada orangtua dengan anak yang memiliki keluhan serupa, serta jangan bersikap kasar pada anak.",3,304,2022-11-14T10:23:40.575426Z,2022-11-14T10:23:40.575454Z,98.747,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
304-3-312,"Sekian, semoga menjawab pertanyaan Anda.",3,304,2022-11-14T10:23:40.575426Z,2022-11-14T10:23:40.575454Z,98.747,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
303-3-0,"Mengenai pertanyaan Anda, pertama jika Anda mencurigai anak Anda mengalami ADHD, ini harus dipastikan dulu dengan pemeriksaan oleh profesional, yakni psikiater anak atau psikolog anak.",3,303,2022-11-14T10:22:00.138561Z,2022-11-14T10:22:00.138589Z,86.306,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
303-3-185,"Jika memang sudah terdiagnosis demikian, maka psikiater atau psikolog itulah yang akan menentukan penanganan terbaik bagi anak Anda.",3,303,2022-11-14T10:22:00.138561Z,2022-11-14T10:22:00.138589Z,86.306,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
303-3-318,"Bentuk penanganannya bisa dengan konsumsi obat-obatan, dan juga psikoterapi.",3,303,2022-11-14T10:22:00.138561Z,2022-11-14T10:22:00.138589Z,86.306,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
140-3-0,Cara mengatasi perubahan mood / mood swing,3,140,2022-11-11T10:52:49.484913Z,2022-11-11T10:52:49.484935Z,6.598,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139-3-0,Adanya paparan racun selama kanak-kanak,3,139,2022-11-11T10:52:16.685994Z,2022-11-11T10:52:16.686021Z,16.543,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
138-3-0,Ibu mengalami stress selama hamil,3,138,2022-11-11T10:51:58.020037Z,2022-11-11T10:51:58.020060Z,11.333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
137-3-0,Ibu mengonsumsi alkohol atau obat-obatan tertentu selama kehamilan,3,137,2022-11-11T10:51:44.593951Z,2022-11-11T10:51:44.593989Z,20.399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
136-3-0,Ibu terinfeksi selama hamil,3,136,2022-11-11T10:51:20.812576Z,2022-11-11T10:51:20.812598Z,3.643,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135-3-0,Kerusakan pada otak selama masih berada dalam kandungan,3,135,2022-11-11T10:51:15.596379Z,2022-11-11T10:51:15.596402Z,57.551,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
134-3-0,Adanya kelainan pada struktur dan fungsi otak,3,134,2022-11-11T10:50:00.386805Z,2022-11-11T10:50:16.593238Z,16.152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133-3-0,Riwayat lahir prematur,3,133,2022-11-11T10:49:53.988316Z,2022-11-11T10:49:53.988369Z,3.071,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131-3-0,"Penyebab dari kondisi ini masih belum diketahui hingga sekarang, namun ada beberapa faktor yang diyakini berpengaruh, seperti:",3,131,2022-11-11T10:49:45.437502Z,2022-11-11T10:49:45.437525Z,11.129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
